Date,Place,Time,Period,Water Level (m),Water Level Percentage (%),Temperature (°C),Vibration on Earth (mg),Rain Gauge Level (mm),Pore Pressure (kPa),Soil Moisture (%),Latitude,Longitude,Distance (km)
2020-08-11,Shillong,00:24,Morning,2.9,82.0,15.5,0.08,18.1,106.2,40.5,25.5788,91.8933,5.45
2022-07-20,Manali,15:39,Night,4.0,79.0,19.0,0.04,32.3,104.6,39.0,32.2396,77.1885,37.63
2020-12-18,Shimla,06:09,Night,2.5,83.0,26.1,0.1,10.1,116.4,45.8,31.1048,77.1734,12.64
2024-11-11,Munnar,18:25,Afternoon,1.0,84.0,24.7,0.02,11.1,128.4,43.7,10.0889,77.0594,21.87
2023-04-30,Shimla,18:55,Night,3.5,85.0,24.5,0.05,17.5,126.8,39.7,31.1048,77.1734,20.32
2021-04-09,Darjeeling,13:21,Evening,3.1,72.0,29.7,0.02,29.0,131.5,45.1,27.0385,88.2622,44.0
2023-12-01,Manali,04:02,Morning,1.2,67.0,25.8,0.09,19.7,100.1,39.7,32.2396,77.1885,43.08
2020-05-13,Munnar,20:26,Evening,1.6,86.0,28.4,0.08,1.1,133.1,41.1,10.0889,77.0594,15.8
2023-12-13,Darjeeling,15:07,Night,3.7,84.0,20.7,0.03,4.0,125.7,26.5,27.0385,88.2622,47.26
2024-01-17,Shimla,04:26,Night,3.1,77.0,26.8,0.03,6.3,112.3,47.8,31.1048,77.1734,36.99
2023-09-07,Shimla,23:22,Night,2.3,66.0,22.8,0.08,0.2,102.6,48.2,31.1048,77.1734,44.35
2020-04-24,Dehradun,02:59,Evening,1.2,78.0,29.5,0.09,31.3,109.0,45.6,30.3165,78.0322,46.65
2020-10-29,Manali,17:18,Morning,1.8,85.0,22.0,0.01,25.2,105.8,35.4,32.2396,77.1885,14.29
2024-12-23,Shimla,11:01,Afternoon,1.5,60.0,18.4,0.01,15.1,128.6,32.9,31.1048,77.1734,4.72
2022-03-07,Munnar,02:11,Afternoon,2.9,69.0,20.1,0.05,25.6,118.7,45.1,10.0889,77.0594,14.01
2024-03-11,Darjeeling,10:31,Evening,1.5,74.0,25.4,0.1,6.1,135.9,48.0,27.0385,88.2622,10.15
2020-10-10,Shimla,06:53,Night,1.8,62.0,18.6,0.06,5.1,100.6,41.8,31.1048,77.1734,5.16
2022-02-18,Munnar,21:06,Morning,1.4,76.0,20.2,0.04,22.2,130.2,29.9,10.0889,77.0594,31.29
2020-02-13,Manali,02:01,Night,1.7,79.0,28.2,0.09,5.6,122.5,26.5,32.2396,77.1885,29.69
2023-11-04,Manali,05:34,Afternoon,2.0,65.0,21.6,0.07,9.7,117.2,31.0,32.2396,77.1885,28.41
2020-03-28,Munnar,19:25,Afternoon,3.0,84.0,28.8,0.1,33.4,124.7,26.4,10.0889,77.0594,1.12
2020-02-21,Shillong,20:11,Night,2.4,67.0,27.9,0.06,11.1,119.6,33.5,25.5788,91.8933,23.34
2023-05-14,Manali,23:47,Night,2.9,70.0,16.1,0.1,9.7,125.9,48.4,32.2396,77.1885,11.46
2022-10-13,Manali,11:16,Morning,1.7,79.0,21.2,0.05,31.5,108.3,35.3,32.2396,77.1885,37.65
2024-02-19,Dehradun,04:55,Afternoon,2.6,85.0,19.9,0.07,9.9,125.7,36.7,30.3165,78.0322,47.24
2024-01-26,Dehradun,15:50,Morning,1.7,90.0,27.6,0.09,29.8,107.2,29.7,30.3165,78.0322,16.8
2023-11-23,Shillong,21:08,Evening,2.4,75.0,15.4,0.07,33.4,102.8,38.2,25.5788,91.8933,19.48
2024-12-07,Shimla,19:48,Night,2.0,69.0,20.4,0.08,16.6,127.5,43.1,31.1048,77.1734,37.96
2023-10-12,Shimla,08:57,Evening,2.9,80.0,28.9,0.1,34.4,123.8,35.8,31.1048,77.1734,35.97
2022-07-22,Shillong,08:01,Evening,1.3,80.0,26.9,0.03,33.4,113.2,44.7,25.5788,91.8933,5.45
2021-02-05,Shimla,01:19,Evening,3.7,72.0,23.2,0.02,10.8,103.6,26.3,31.1048,77.1734,46.6
2020-06-29,Darjeeling,08:10,Evening,1.9,68.0,17.1,0.07,9.5,120.1,28.0,27.0385,88.2622,17.85
2021-01-19,Shimla,19:22,Night,3.1,89.0,15.6,0.04,32.2,121.3,46.8,31.1048,77.1734,43.18
2023-07-19,Shillong,20:30,Morning,2.3,81.0,28.2,0.05,27.2,118.3,25.5,25.5788,91.8933,43.1
2023-05-21,Shimla,16:56,Morning,2.1,74.0,20.4,0.05,6.4,131.5,32.8,31.1048,77.1734,25.62
2022-06-04,Dehradun,05:37,Night,2.0,72.0,19.1,0.06,9.0,128.1,32.5,30.3165,78.0322,24.4
2021-01-13,Dehradun,23:15,Morning,2.8,69.0,27.6,0.07,25.0,116.8,40.2,30.3165,78.0322,20.44
2020-08-12,Shillong,11:19,Evening,3.9,67.0,21.4,0.02,18.5,113.0,37.2,25.5788,91.8933,43.77
2022-02-27,Darjeeling,18:59,Afternoon,1.2,72.0,19.4,0.1,5.5,131.0,33.2,27.0385,88.2622,19.67
2020-01-08,Munnar,20:56,Evening,4.0,69.0,26.0,0.04,31.1,124.0,44.7,10.0889,77.0594,25.63
2024-12-29,Shillong,17:23,Morning,1.9,87.0,15.6,0.07,13.6,139.5,37.1,25.5788,91.8933,49.29
2022-06-07,Shimla,08:20,Evening,2.6,70.0,29.5,0.05,4.9,126.9,46.7,31.1048,77.1734,48.85
2022-10-31,Munnar,07:04,Afternoon,2.5,86.0,15.3,0.09,17.7,134.2,32.1,10.0889,77.0594,41.48
2024-01-24,Dehradun,01:52,Afternoon,3.0,88.0,24.2,0.02,7.7,108.9,33.1,30.3165,78.0322,0.87
2022-05-15,Dehradun,11:22,Night,3.4,71.0,19.4,0.06,4.0,131.9,47.1,30.3165,78.0322,20.64
2020-12-14,Dehradun,16:00,Afternoon,1.2,66.0,29.1,0.04,29.4,131.6,31.6,30.3165,78.0322,49.45
2020-05-23,Dehradun,23:09,Night,1.5,80.0,25.3,0.08,31.4,122.2,35.0,30.3165,78.0322,31.05
2022-03-10,Dehradun,10:11,Afternoon,2.8,72.0,28.2,0.06,3.0,118.6,34.3,30.3165,78.0322,5.06
2023-05-23,Manali,03:15,Night,2.9,86.0,27.3,0.02,31.9,115.0,36.4,32.2396,77.1885,0.42
2021-12-16,Darjeeling,11:05,Night,2.7,68.0,24.4,0.05,0.8,126.5,28.9,27.0385,88.2622,45.49
2021-01-27,Manali,11:50,Evening,2.7,72.0,24.9,0.06,18.4,114.0,41.3,32.2396,77.1885,38.98
2024-11-08,Dehradun,05:26,Evening,2.4,83.0,21.6,0.05,27.1,127.0,35.9,30.3165,78.0322,38.31
2022-03-27,Manali,16:15,Evening,3.0,66.0,16.2,0.05,4.5,139.9,29.9,32.2396,77.1885,19.38
2024-08-13,Shimla,12:18,Evening,1.8,61.0,23.6,0.08,14.5,123.3,25.3,31.1048,77.1734,47.86
2023-08-10,Darjeeling,06:14,Afternoon,1.8,74.0,18.1,0.02,32.5,120.9,30.3,27.0385,88.2622,29.4
2020-04-05,Darjeeling,04:42,Night,2.6,77.0,18.6,0.09,10.0,128.5,37.7,27.0385,88.2622,47.4
2023-06-25,Manali,20:46,Morning,1.2,67.0,18.3,0.05,11.9,114.9,40.2,32.2396,77.1885,46.71
2020-12-22,Darjeeling,01:58,Evening,1.8,74.0,20.6,0.1,0.6,108.6,30.6,27.0385,88.2622,40.96
2021-04-14,Munnar,17:36,Evening,3.8,81.0,28.6,0.09,21.4,117.2,36.3,10.0889,77.0594,18.05
2024-08-13,Dehradun,04:59,Evening,3.4,71.0,23.9,0.09,16.9,111.6,33.3,30.3165,78.0322,46.03
2024-01-02,Darjeeling,22:57,Evening,1.3,64.0,19.5,0.08,10.0,117.0,39.8,27.0385,88.2622,49.37
2021-04-01,Munnar,06:36,Afternoon,2.9,83.0,23.7,0.07,31.2,120.1,41.5,10.0889,77.0594,38.6
2021-11-06,Munnar,03:08,Morning,3.4,69.0,19.0,0.05,17.1,115.1,46.4,10.0889,77.0594,12.06
2021-12-16,Shimla,13:39,Night,3.2,87.0,19.7,0.08,18.5,135.4,39.3,31.1048,77.1734,49.41
2022-01-18,Shimla,08:58,Afternoon,3.5,68.0,22.4,0.03,18.2,127.6,38.6,31.1048,77.1734,39.42
2020-10-18,Shillong,12:09,Morning,1.6,82.0,17.9,0.01,23.4,106.9,44.3,25.5788,91.8933,17.68
2022-08-11,Shillong,01:10,Afternoon,3.3,76.0,24.9,0.02,23.5,134.2,49.1,25.5788,91.8933,20.0
2023-11-05,Manali,05:29,Morning,2.1,61.0,27.4,0.05,17.1,129.3,32.8,32.2396,77.1885,34.43
2021-04-08,Dehradun,04:42,Evening,3.5,71.0,27.1,0.03,5.5,131.6,47.6,30.3165,78.0322,37.66
2021-08-08,Shimla,07:36,Afternoon,1.4,63.0,21.1,0.06,20.6,101.0,38.7,31.1048,77.1734,8.12
2023-08-23,Manali,18:55,Afternoon,4.0,69.0,20.3,0.01,19.2,132.5,33.2,32.2396,77.1885,32.99
2020-03-03,Darjeeling,22:38,Afternoon,1.2,66.0,23.3,0.07,20.5,134.5,32.0,27.0385,88.2622,30.03
2024-09-02,Shillong,20:59,Night,1.2,64.0,24.6,0.08,7.0,101.1,30.1,25.5788,91.8933,7.76
2024-08-24,Dehradun,20:40,Evening,1.4,84.0,23.8,0.03,14.8,101.0,33.4,30.3165,78.0322,21.61
2021-08-30,Shimla,01:04,Afternoon,4.0,65.0,15.8,0.02,13.8,116.2,36.4,31.1048,77.1734,26.37
2020-03-10,Shillong,13:01,Afternoon,3.2,65.0,27.6,0.07,30.9,116.5,41.5,25.5788,91.8933,38.9
2022-06-28,Shimla,06:26,Morning,2.1,61.0,15.3,0.05,17.4,107.7,27.4,31.1048,77.1734,45.81
2022-09-27,Manali,06:44,Afternoon,1.1,64.0,15.9,0.07,8.8,137.8,37.6,32.2396,77.1885,37.43
2024-10-17,Munnar,22:38,Afternoon,3.6,86.0,22.2,0.1,7.8,110.9,28.9,10.0889,77.0594,23.9
2024-03-21,Manali,13:40,Night,3.7,67.0,27.1,0.04,28.0,132.8,36.4,32.2396,77.1885,16.73
2021-07-14,Munnar,00:02,Afternoon,2.0,83.0,19.9,0.09,13.9,125.7,32.7,10.0889,77.0594,12.97
2020-09-20,Manali,23:17,Night,3.3,82.0,29.6,0.04,31.8,128.9,28.0,32.2396,77.1885,23.92
2021-12-16,Dehradun,10:18,Afternoon,4.0,78.0,29.7,0.07,5.0,116.2,33.1,30.3165,78.0322,10.9
2022-03-06,Munnar,12:08,Night,3.4,68.0,16.1,0.02,25.8,106.9,27.1,10.0889,77.0594,8.59
2021-05-03,Darjeeling,10:53,Evening,2.1,67.0,28.5,0.03,8.2,113.4,34.2,27.0385,88.2622,28.15
2021-06-28,Shimla,22:32,Evening,2.9,81.0,22.7,0.04,19.8,117.5,35.3,31.1048,77.1734,1.82
2021-10-06,Dehradun,00:39,Evening,3.8,79.0,21.7,0.05,8.3,118.2,28.9,30.3165,78.0322,7.51
2020-03-22,Dehradun,14:43,Morning,3.9,65.0,24.9,0.03,18.4,118.7,36.2,30.3165,78.0322,16.69
2022-10-20,Darjeeling,09:39,Evening,3.9,89.0,21.9,0.1,17.8,123.4,49.2,27.0385,88.2622,35.93
2022-09-28,Darjeeling,02:02,Afternoon,2.3,83.0,25.1,0.02,5.7,114.0,44.9,27.0385,88.2622,42.41
2024-10-04,Munnar,16:59,Evening,2.5,86.0,20.1,0.07,32.9,120.8,28.8,10.0889,77.0594,31.28
2023-09-16,Shimla,16:42,Afternoon,1.6,84.0,26.5,0.05,26.3,106.8,49.2,31.1048,77.1734,21.17
2022-07-19,Darjeeling,08:17,Evening,3.1,80.0,17.6,0.03,4.6,103.9,38.2,27.0385,88.2622,24.75
2024-01-20,Munnar,10:31,Night,1.4,75.0,24.0,0.06,0.6,117.1,46.6,10.0889,77.0594,17.59
2023-06-04,Manali,09:36,Night,1.5,67.0,24.2,0.03,33.9,133.8,42.0,32.2396,77.1885,10.67
2020-08-25,Shimla,16:45,Night,1.6,86.0,17.4,0.06,22.6,119.1,27.6,31.1048,77.1734,25.15
2020-08-19,Munnar,23:05,Night,1.0,62.0,20.3,0.04,5.1,129.6,28.0,10.0889,77.0594,13.98
2023-08-20,Munnar,18:05,Afternoon,1.5,75.0,28.1,0.04,34.7,102.5,36.9,10.0889,77.0594,2.44
2020-10-20,Shillong,05:57,Morning,2.4,70.0,27.5,0.08,24.1,124.6,27.9,25.5788,91.8933,29.67
2024-05-27,Shimla,22:41,Afternoon,2.7,75.0,19.6,0.07,6.8,118.8,41.5,31.1048,77.1734,23.16
2020-01-10,Dehradun,15:53,Afternoon,2.0,66.0,23.4,0.07,24.8,105.0,25.9,30.3165,78.0322,26.54
2024-01-06,Dehradun,17:42,Evening,3.2,88.0,22.4,0.06,15.0,119.1,30.7,30.3165,78.0322,46.77
2023-11-24,Shimla,09:28,Afternoon,3.4,65.0,24.1,0.1,26.2,118.4,43.3,31.1048,77.1734,26.78
2024-08-06,Darjeeling,04:02,Evening,2.4,77.0,15.8,0.06,26.5,131.3,26.6,27.0385,88.2622,17.63
2023-06-22,Dehradun,09:21,Evening,2.2,85.0,21.9,0.04,32.9,107.5,41.7,30.3165,78.0322,15.01
2023-11-08,Darjeeling,16:23,Morning,3.6,81.0,27.0,0.06,26.1,117.4,43.3,27.0385,88.2622,37.32
2024-07-19,Munnar,19:39,Afternoon,2.6,78.0,29.5,0.05,13.8,131.8,42.4,10.0889,77.0594,5.83
2024-01-25,Shimla,12:37,Evening,3.4,87.0,28.4,0.03,9.3,102.7,29.5,31.1048,77.1734,34.13
2020-05-15,Manali,02:18,Evening,2.3,76.0,16.5,0.04,25.7,107.3,29.4,32.2396,77.1885,29.56
2021-12-29,Munnar,18:59,Evening,3.1,64.0,28.6,0.1,33.1,136.0,47.9,10.0889,77.0594,29.35
2021-06-15,Darjeeling,23:44,Evening,3.1,64.0,22.0,0.03,24.7,131.3,29.6,27.0385,88.2622,21.54
2022-01-14,Munnar,03:17,Night,2.5,66.0,16.3,0.04,4.0,114.6,44.7,10.0889,77.0594,3.23
2020-01-05,Shillong,21:45,Afternoon,1.8,72.0,23.4,0.04,26.8,110.0,36.9,25.5788,91.8933,7.23
2022-12-02,Shillong,11:37,Morning,1.1,70.0,22.5,0.04,27.4,117.6,48.9,25.5788,91.8933,13.04
2024-01-01,Shillong,21:23,Evening,1.6,67.0,25.0,0.09,23.9,102.2,47.9,25.5788,91.8933,41.12
2023-06-24,Manali,11:35,Night,2.4,68.0,16.1,0.09,19.0,106.2,36.4,32.2396,77.1885,21.74
2023-07-26,Manali,16:50,Afternoon,2.5,75.0,20.1,0.09,11.5,128.8,31.2,32.2396,77.1885,22.04
2022-06-19,Dehradun,15:18,Evening,3.8,62.0,19.8,0.1,24.3,132.8,39.2,30.3165,78.0322,12.51
2023-04-15,Manali,02:15,Night,3.8,66.0,23.0,0.09,14.8,129.2,40.8,32.2396,77.1885,28.37
2022-09-24,Dehradun,18:12,Night,1.4,86.0,28.9,0.05,27.1,134.3,33.1,30.3165,78.0322,41.79
2022-10-28,Darjeeling,17:34,Evening,1.8,73.0,25.1,0.07,18.3,131.9,38.8,27.0385,88.2622,23.09
2022-01-13,Manali,12:24,Morning,3.0,63.0,23.4,0.05,19.6,120.1,46.5,32.2396,77.1885,4.35
2023-09-22,Munnar,09:43,Afternoon,1.8,71.0,24.1,0.04,27.4,101.5,41.4,10.0889,77.0594,35.3
2022-04-04,Darjeeling,17:20,Morning,1.2,76.0,29.7,0.06,16.4,113.9,42.1,27.0385,88.2622,39.86
2020-07-03,Shimla,19:21,Afternoon,3.3,74.0,28.3,0.03,9.3,104.8,44.7,31.1048,77.1734,30.64
2024-09-23,Darjeeling,03:32,Morning,3.9,63.0,17.8,0.01,15.5,127.0,34.2,27.0385,88.2622,18.89
2024-05-23,Manali,22:07,Evening,4.0,79.0,24.6,0.04,22.3,104.5,31.5,32.2396,77.1885,6.28
2022-11-20,Shillong,06:44,Evening,3.9,76.0,26.8,0.04,8.6,109.0,35.5,25.5788,91.8933,22.43
2024-06-22,Darjeeling,15:10,Morning,2.1,76.0,16.5,0.05,27.1,116.0,30.0,27.0385,88.2622,28.84
2020-09-09,Shimla,21:52,Night,1.5,60.0,23.5,0.06,2.8,112.9,39.3,31.1048,77.1734,35.06
2020-08-20,Shimla,18:22,Night,3.6,70.0,16.1,0.1,8.4,118.6,41.9,31.1048,77.1734,42.9
2021-06-16,Darjeeling,05:27,Morning,1.7,65.0,15.2,0.06,16.8,129.8,31.4,27.0385,88.2622,3.07
2024-05-17,Shimla,12:34,Night,3.8,75.0,29.9,0.04,3.6,110.7,31.3,31.1048,77.1734,47.6
2024-08-24,Shillong,17:35,Evening,1.3,83.0,20.9,0.09,14.5,122.5,45.8,25.5788,91.8933,25.54
2022-11-01,Darjeeling,18:57,Evening,3.3,76.0,18.9,0.01,10.1,133.7,34.2,27.0385,88.2622,25.68
2023-07-22,Manali,15:20,Evening,3.4,84.0,27.9,0.02,14.1,100.6,39.3,32.2396,77.1885,8.95
2023-05-29,Munnar,10:21,Night,1.5,87.0,28.4,0.06,21.2,134.0,47.8,10.0889,77.0594,6.31
2021-10-13,Munnar,19:28,Evening,3.2,82.0,29.5,0.05,20.6,125.2,33.7,10.0889,77.0594,47.97
2023-10-21,Shimla,10:29,Morning,2.5,62.0,18.4,0.02,0.3,139.1,46.0,31.1048,77.1734,34.97
2024-09-30,Darjeeling,06:47,Evening,3.4,78.0,26.1,0.04,22.6,127.4,26.2,27.0385,88.2622,49.63
2023-05-14,Shimla,23:55,Evening,2.5,88.0,23.5,0.04,19.7,101.8,36.1,31.1048,77.1734,49.78
2021-06-18,Darjeeling,21:52,Night,1.6,90.0,20.5,0.04,18.0,136.5,49.7,27.0385,88.2622,22.92
2020-02-08,Darjeeling,20:31,Evening,1.7,73.0,16.7,0.04,23.0,105.9,42.9,27.0385,88.2622,37.87
2022-03-26,Munnar,17:56,Afternoon,1.5,64.0,22.3,0.08,5.8,131.7,39.0,10.0889,77.0594,23.69
2024-09-11,Dehradun,21:10,Evening,3.1,80.0,16.1,0.03,32.8,103.8,46.1,30.3165,78.0322,46.36
2022-04-23,Shimla,23:12,Morning,3.4,62.0,19.1,0.02,24.3,120.3,39.1,31.1048,77.1734,13.34
2022-03-02,Darjeeling,17:28,Night,3.6,80.0,16.7,0.05,20.4,107.6,43.2,27.0385,88.2622,43.5
2022-08-04,Manali,00:48,Night,4.0,67.0,18.1,0.07,22.5,115.2,36.2,32.2396,77.1885,29.11
2024-01-17,Munnar,04:20,Afternoon,4.0,88.0,18.8,0.1,8.7,136.6,38.2,10.0889,77.0594,5.7
2022-06-01,Darjeeling,20:54,Night,1.8,78.0,26.0,0.09,26.2,127.4,41.7,27.0385,88.2622,2.75
2022-06-20,Dehradun,23:05,Night,2.6,64.0,20.0,0.05,7.2,102.2,49.7,30.3165,78.0322,17.16
2023-05-27,Dehradun,01:34,Night,1.5,66.0,15.6,0.07,18.8,100.7,25.0,30.3165,78.0322,38.93
2020-07-27,Manali,14:26,Afternoon,2.5,66.0,18.5,0.07,12.1,138.4,27.5,32.2396,77.1885,11.42
2021-02-26,Munnar,05:33,Evening,2.4,76.0,27.3,0.08,20.0,105.7,47.2,10.0889,77.0594,19.17
2024-05-19,Munnar,21:08,Evening,3.5,69.0,20.1,0.07,1.0,103.3,39.2,10.0889,77.0594,39.39
2023-01-07,Dehradun,18:33,Morning,2.0,71.0,27.0,0.06,29.3,103.8,46.0,30.3165,78.0322,15.2
2023-06-11,Munnar,07:37,Morning,2.9,73.0,17.6,0.04,25.7,132.8,47.1,10.0889,77.0594,43.73
2021-03-27,Shimla,12:19,Morning,1.3,84.0,16.0,0.05,1.3,100.4,47.2,31.1048,77.1734,45.79
2022-08-18,Dehradun,01:03,Morning,3.6,82.0,21.7,0.01,6.8,133.6,45.1,30.3165,78.0322,8.94
2023-11-17,Shimla,09:54,Night,1.5,66.0,21.2,0.08,4.6,120.7,41.2,31.1048,77.1734,26.51
2021-09-01,Dehradun,20:36,Afternoon,2.7,70.0,17.8,0.04,5.0,107.5,26.0,30.3165,78.0322,39.89
2022-10-12,Dehradun,03:57,Afternoon,1.3,77.0,22.5,0.08,33.1,102.7,40.0,30.3165,78.0322,8.46
2024-01-06,Manali,15:51,Evening,2.3,79.0,24.4,0.04,22.1,123.0,42.6,32.2396,77.1885,1.35
2020-09-27,Shillong,20:24,Night,3.1,61.0,21.9,0.07,16.6,101.9,26.4,25.5788,91.8933,22.65
2023-05-22,Shillong,10:47,Evening,1.9,64.0,17.5,0.09,30.0,123.8,47.2,25.5788,91.8933,7.4
2024-08-14,Darjeeling,02:24,Night,2.5,79.0,24.7,0.04,14.0,114.5,40.4,27.0385,88.2622,27.2
2023-09-14,Darjeeling,15:12,Morning,2.4,84.0,28.3,0.1,4.8,129.9,33.8,27.0385,88.2622,33.36
2022-05-23,Darjeeling,00:18,Afternoon,3.7,76.0,17.7,0.05,7.0,115.4,32.1,27.0385,88.2622,13.67
2021-08-12,Shillong,03:24,Night,1.8,61.0,17.4,0.1,19.7,107.6,33.2,25.5788,91.8933,16.14
2023-02-10,Manali,03:58,Night,3.6,70.0,28.1,0.04,27.2,131.1,42.8,32.2396,77.1885,0.67
2021-08-18,Dehradun,17:01,Night,2.5,73.0,26.2,0.08,26.0,113.7,46.4,30.3165,78.0322,33.44
2020-04-18,Dehradun,02:54,Morning,2.4,74.0,27.9,0.06,27.5,120.7,32.2,30.3165,78.0322,15.75
2022-10-23,Darjeeling,06:12,Night,2.7,81.0,17.0,0.03,6.0,138.6,49.6,27.0385,88.2622,5.16
2022-12-01,Dehradun,08:15,Evening,1.7,65.0,25.3,0.07,27.8,120.0,36.6,30.3165,78.0322,25.06
2024-12-25,Manali,19:20,Evening,1.1,65.0,17.5,0.06,15.8,113.5,31.8,32.2396,77.1885,4.48
2024-03-24,Manali,18:37,Morning,2.9,77.0,25.3,0.08,34.5,134.1,43.3,32.2396,77.1885,5.68
2024-02-06,Munnar,10:50,Morning,2.3,75.0,18.1,0.05,2.4,132.2,37.7,10.0889,77.0594,45.3
2024-09-16,Shillong,09:37,Morning,2.3,66.0,16.3,0.04,8.2,131.9,26.7,25.5788,91.8933,25.84
2024-09-29,Shimla,10:06,Night,1.2,87.0,26.0,0.09,0.4,135.4,45.5,31.1048,77.1734,44.81
2022-02-26,Shimla,03:35,Morning,3.8,75.0,28.2,0.01,14.8,118.0,25.6,31.1048,77.1734,19.77
2020-10-14,Manali,03:30,Morning,2.1,84.0,22.8,0.04,30.4,136.5,43.2,32.2396,77.1885,30.5
2021-08-29,Shimla,10:56,Night,3.5,72.0,27.5,0.03,28.7,134.6,29.5,31.1048,77.1734,2.01
2021-01-24,Dehradun,05:21,Night,2.3,89.0,21.0,0.09,5.6,116.9,45.7,30.3165,78.0322,28.88
2023-06-22,Dehradun,09:36,Evening,1.2,63.0,29.7,0.03,34.9,113.9,32.2,30.3165,78.0322,45.84
2024-06-30,Munnar,13:04,Evening,1.5,62.0,24.7,0.09,28.6,106.2,48.4,10.0889,77.0594,5.17
2022-11-21,Dehradun,21:46,Night,1.1,65.0,19.8,0.06,8.3,124.3,25.3,30.3165,78.0322,20.93
2023-09-25,Shimla,07:05,Evening,1.3,69.0,23.0,0.03,30.8,122.5,31.2,31.1048,77.1734,22.91
2022-11-20,Shimla,00:29,Morning,3.6,71.0,15.9,0.09,3.9,103.6,48.1,31.1048,77.1734,31.59
2022-08-26,Manali,00:19,Night,2.7,77.0,25.7,0.09,5.7,109.1,47.3,32.2396,77.1885,10.57
2020-03-07,Shimla,21:24,Evening,2.1,68.0,21.1,0.09,17.5,110.3,35.4,31.1048,77.1734,1.72
2022-05-22,Shimla,17:58,Night,2.2,87.0,18.9,0.09,14.7,120.6,41.5,31.1048,77.1734,11.03
2022-05-06,Manali,13:50,Afternoon,2.6,65.0,21.2,0.06,14.8,123.6,26.0,32.2396,77.1885,6.79
2022-10-27,Shimla,16:09,Afternoon,2.9,87.0,15.9,0.09,24.2,136.7,43.3,31.1048,77.1734,10.67
2021-12-23,Dehradun,14:10,Afternoon,1.1,78.0,20.0,0.03,0.4,135.0,29.0,30.3165,78.0322,37.16
2020-07-12,Dehradun,23:21,Morning,1.7,87.0,22.0,0.03,23.4,128.3,37.0,30.3165,78.0322,31.77
2023-08-28,Shillong,02:55,Afternoon,1.9,89.0,26.5,0.08,10.3,138.2,43.4,25.5788,91.8933,38.07
2020-01-05,Dehradun,18:46,Afternoon,1.2,68.0,15.2,0.05,18.1,113.6,28.5,30.3165,78.0322,26.79
2023-10-03,Shimla,21:47,Night,1.0,71.0,19.0,0.05,16.9,114.5,38.9,31.1048,77.1734,43.09
2020-03-29,Dehradun,21:18,Evening,3.6,80.0,28.2,0.02,21.3,108.9,26.3,30.3165,78.0322,21.0
2021-10-19,Manali,18:55,Evening,1.3,63.0,29.9,0.03,23.7,131.6,36.4,32.2396,77.1885,18.83
2020-10-25,Shillong,03:55,Afternoon,3.7,72.0,21.5,0.07,22.1,139.3,45.9,25.5788,91.8933,34.99
2024-10-17,Darjeeling,08:58,Afternoon,2.8,66.0,16.0,0.08,23.7,138.1,26.7,27.0385,88.2622,24.05
2020-02-19,Munnar,07:42,Morning,1.5,63.0,22.3,0.04,31.1,101.1,27.7,10.0889,77.0594,18.17
2024-08-08,Shillong,22:07,Evening,1.2,81.0,24.4,0.09,12.7,105.3,25.2,25.5788,91.8933,24.98
2022-04-10,Manali,08:29,Evening,3.8,76.0,25.9,0.02,11.5,124.3,37.5,32.2396,77.1885,44.51
2024-03-17,Dehradun,04:03,Afternoon,1.3,82.0,21.3,0.07,26.4,107.2,44.2,30.3165,78.0322,14.11
2022-04-09,Shillong,23:13,Morning,1.0,78.0,29.4,0.05,8.0,111.5,39.1,25.5788,91.8933,20.66
2021-10-04,Darjeeling,12:13,Night,1.3,66.0,20.1,0.08,34.9,118.2,29.7,27.0385,88.2622,10.73
2020-01-11,Darjeeling,21:14,Afternoon,3.4,74.0,19.4,0.08,11.1,104.4,30.3,27.0385,88.2622,12.32
2020-09-28,Darjeeling,12:18,Afternoon,3.8,86.0,29.8,0.03,9.7,123.9,49.7,27.0385,88.2622,15.03
2021-02-02,Dehradun,17:41,Afternoon,1.9,66.0,27.3,0.08,28.1,100.6,26.7,30.3165,78.0322,1.43
2024-08-07,Darjeeling,02:11,Afternoon,2.7,68.0,18.5,0.02,1.6,107.6,43.1,27.0385,88.2622,13.64
2021-10-12,Shimla,14:03,Morning,2.5,64.0,18.6,0.08,23.6,129.3,25.8,31.1048,77.1734,30.81
2021-08-12,Manali,00:22,Afternoon,3.8,68.0,20.8,0.08,5.9,112.3,46.7,32.2396,77.1885,48.46
2021-11-10,Munnar,01:41,Night,2.2,69.0,16.2,0.08,1.3,135.9,47.4,10.0889,77.0594,7.2
2022-01-17,Shimla,16:28,Evening,3.8,71.0,20.9,0.05,20.8,116.6,29.7,31.1048,77.1734,23.48
2023-06-02,Manali,10:40,Night,1.1,67.0,26.5,0.02,1.2,124.3,31.0,32.2396,77.1885,32.3
2021-11-29,Dehradun,00:17,Night,3.4,81.0,26.6,0.06,6.3,138.1,43.5,30.3165,78.0322,9.13
2023-04-23,Munnar,23:01,Night,1.2,77.0,16.2,0.07,32.1,100.1,30.3,10.0889,77.0594,49.08
2022-05-09,Shimla,05:35,Morning,3.2,81.0,25.9,0.08,11.4,130.7,42.0,31.1048,77.1734,33.11
2023-08-29,Manali,14:21,Afternoon,3.4,89.0,24.1,0.01,27.3,122.7,26.4,32.2396,77.1885,29.01
2022-03-16,Dehradun,22:17,Evening,3.5,63.0,20.4,0.05,8.0,120.8,36.6,30.3165,78.0322,20.94
